,paragraph,category,source
1486,"“Compulsory voting cannot be legalised in vacuo. Apart from the possibility that it may be declared illegal under the current political dispensation, it is practically impossible to prosecute millions of Nigerians who may decide to boycott national and local elections that have been reduced to the periodic renewal of misgovernance, corruption, and abuse of power by pampered members of the political class.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/
1487,"“Since Section 14(2) of the Constitution provides for popular participation in the democratic process, compulsory voting may only be justified if Chapter II thereof is made justiciable.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/
1488,"“Nigerian courts have never considered Section 224, which states that ‘the programme, as well as the aims and objects of a political party, shall conform with the provisions of Chapter II of this Constitution,’” Falana added.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/
1489,"From Taiwo Oluwadare,Ibadan",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1490,"The Ebedi Frontliners, Iseyin (E.F.I), has called on Oyo State government to make the Aseyin of Iseyin, Oba Sefiu Olawale Oyebola Adeyeri a Co-Chairman in the ongoing amendment bill before the State’s House of Assembly.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1491,"The group also lauded the State administration under Governor Seyi Makinde for what it called the democratization of the State’s Chieftaincy Laws, saying the legislative exercise will give more roles to the traditional rulers.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1492,"In a statement signed and made available to reporters by the Public Relations Officer (P.R.O) of E.F.I, Alhaji Segun Fasasi on Monday, the group stated that the bill in question listed the Alaafin as the Chairman of the State’s traditional council while Olubadan and Soun of Ogbomoso are Co-Chairmen.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1493,"They pointed out the fact that Alaafin is representing the interests of four local government areas in Oyo town, Soun of Ogbomoso represents the interests of five local government areas while Olubadan represents the interests of eleven local government areas, leaving Oke-Ogun area with ten local government areas with no Co-Chairmanship candidate.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1494,"The statement reads: “We have followed the process of the amendment of The Council of Obas and Chiefs Law, Cap.37, Laws of Oyo State and have realized that the proposed amendment that has reached a second reading in the floors of Oyo State House of Assembly is seeking to democratize the Chieftaincy Laws and give more impetus to the developmental efforts of traditional rulers in the State.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1495,"“We thus want to call the attention of Governor Seyi Makinde, the Speaker, Rt. Hon. ‘Debo Ogundoyin and other stakeholders involved in this historic journey, to think about the ten local government areas in Oke-Ogun, with over thirty-five beaded crowns, to be considered for representation in the Co-Chairmanship role, while Aseyin of Iseyin will be considered as the third Co-Chairman due to his long historical experience,” they prayed.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1496,"The Council of Obas and Chiefs Law, Cap. 37, Laws of Oyo State, 2000, initially placed the Alaafin of Oyo as the permanent chairman, giving him the authority to convene and preside over meetings, while directing council affairs before it was amended.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/
1497,By Seyi Babalola,Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1498,"The Independent National Electoral Commission has announced Chief George Moghalu as the Labour Party’s governorship candidate for the November 8, 2025, Anambra State election, effectively confirming Julius Abure’s leadership as the acknowledged LP National Chairman.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1499,"Moghalu, who came from the Abure-led group, won 573 votes to overcome his lone challenger, John Nwosu, who received 19 votes during the party’s primary on April 5 at the Finotel Hotel in Awka.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1500,"The procedure, which was overseen by INEC officials and election monitors, counted 649 delegates, with 601 accredited, 592 valid votes, and five invalid ballots.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1501,"The LP, in a congratulatory tweet on its official X (previously Twitter) page on Monday, celebrated Moghalu’s emergence by saying:",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1502,“Heartfelt congratulations to Chief Dr. George Moghalu on this historic victory! May your leadership and vision propel Anambra State to new heights. Congratulations also to the good people of Anambra State on this development!,Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1503,"“Kudos to Barr Julius Abure and his entire team for this victory. The Labour Party is marching forward with strength and determination. EluPee forward ever, backward never!”",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1504,"However, the primary’s outcome deepened an already festering crisis in the party.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/
1505,"From Romanus Ugwu, Abuja",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1506,"Former Governor of Rivers State, Chibuike Rotimi Amaechi, last week, provoked a fresh political debate when he took a strong swipe at the tepidity of the Nigerian Governors’ Forum (NGF) in the current All Progressives Congress (APC)-led Federal Government, declaring that the governors lack the courage to challenge the anomalies going on in the land.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1507,"He lampooned their lack of ferocious radicalism, particularly in putting pressure on the president to stampede him into tackling the myriad of economic and socio-political challenges confronting the country.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1508,"Amaechi, a two-time chairman of NGF, claimed that the governors have completely lost their previous brand identity, the fear factors they were known for.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1509,"He spoke at the book launch of former Jigawa State Governor, Alhaji Sule Lamido. The book, titled “Being True to Myself,” was publicly unveiled in Abuja, where former President Olusegun Obasanjo served as the Special Guest of Honour.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1510,"The former Rivers State Governor said, “I asked you (Sule Lamido) this morning, what is going on currently in the country, in Nigerian politics; would it have happened when we were governors? You said no. And the answer is no. We would have confronted the government, confronted the president. That is how radical you were. That is how our Governors Forum operated, that is how determined we were to change things,” Amaechi noted.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1511,"In reality, the former Minister of Transportation may have spoken the minds of many Nigerians on what has, individually and collectively, become of the once boisterous, ebulliently authoritative NGF, and their previously larger-than-life posture, before the advent of the APC-led federal government in 2015.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1512,"Before 2015, Nigerian governors were like the oracle, whose input and standpoint decided the trajectory and direction of many economic and socio-political issues. They must be consulted on how the constitution should be amended, on how the decisions concerning the economy must be taken, and more importantly critical issues of security challenges.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1513,The fear of the governors was the beginning of wisdom for every incumbent President who wanted to survive and have a successful and peaceful reign. They were the pressure group that held the presidency by the jugular.,Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1514,"With the resources and political influence as instruments at their disposal, once they are on the side of any incumbent President, no evil weapon fashioned against such a President would prosper, analysts say.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1515,"Daily Sun recalls that they were that commanding force that initially supported the actualisation of third term agenda because it would favour them too and later moved against it to the point of deploying resources, which finally contributed to the crumbling of the agenda like pack of cards.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1516,"In retrospect, their ubiquitous influence made them that fearful to the point that even when the forum was factionalised, it still remained the potent instrument that passed “a death sentence” on the continuation of then President Goodluck Jonathan in office. That was how potent their domineering influences could be.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1517,"However, from all indications, the reverse seems to be the case now. There are no longer governors in the calibre of former Abia and Lagos states first citizens, Senator Orji Uzor Kalu and Bola Tinubu respectively that confronted ex-president Olusegun Obasanjo, and fought him force -for- force and power- for- power.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1518,"In the consideration of many pundits, the NGF now lacks the voice, courage, and boldness to speak out in defence of the ordinary voiceless citizens on matters affecting their livelihood.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1519,"On the contrary, they either defended the reasons for their stoic silence or offer explanations as to why certain decisions were taken by the Federal Government.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1520,"More curiously, the governors were catastrophically disappointing in handling the sacrificing of one of their own, Similayi Fubara, through the imposition of state of emergency in Rivers State and the subsequent appointment of a retired Naval Chief as the Sole Administrator.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1521,"The governors, individually and collectively, had displayed disjointed approaches to handling the issue due to their divided loyalties, as those who spoke were very feeble in issuing threats on their readiness to confront the matter with the severity, sensitivity, physical accuracy, and urgency it required.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1522,"The rather weak statement issued by the Chairman, Peoples Democratic Party Governors Forum (PDPGF), Bala Mohammed of Bauchi State, urging President Bola Tinubu to reverse the state of emergency, was completely neglected perhaps because it was devoid of any force.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1523,"“The PDPGF has noted with concern the suspension of democratically elected officials in Rivers by the president. We state categorically that this is a threat to democracy. This is a premeditated attack on Rivers, the PDP and other opposition parties in the country.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1524,"“It is a great threat to democracy and an ill wind that will blow no one any good. It is a dangerous course of action that will not only endanger our hard-earned democracy but deepen crisis in the country,” the statement from the Bauchi Governor read in parts.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1525,"As a follow-up, a member of the forum, Oyo State Governor, Seyi Makinde, while criticising the declaration, warned that the forum would challenge it in court.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1526,"He said; “I am glad that our great party, the PDP, is demonstrating the needed strength and leadership. The PDPGF rose from an emergency meeting where we unanimously decided to challenge the actions of President Tinubu in a court of competent jurisdiction. We cannot fold our hands and watch the democracy we built for almost three decades be trampled upon.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1527,"“I stand today to say that the action by the presidency is an illegality that right-thinking members of the society must oppose. Our democratic tenets must never be trifled with, no matter our personal feelings and loyalties. This is the time to take a stand for fairness, equity, and justice,” Governor Makinde said.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1528,"And matching words with actions, the governors, comprising Adamawa, Enugu, Osun, Oyo, Bauchi, Akwa-Ibom, Plateau, Delta, Taraba, Zamfara, and Bayelsa states instituted a legal action at the Supreme Court to question the powers of the president to carry out such an action.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1529,"Although President Tinubu has requested the Supreme Court to dismiss the case, the appellants (the 11 state governors) in their declaration, noted that; “the suspension of Governor Fubara, his deputy, and members of the Rivers State House of Assembly, was unconstitutional, unlawful, and in gross violation of the provisions of the 1999 Constitution (as amended).”",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1530,"Sadly, some members of the South-South Governors Forum horridly denounced and disassociated themselves from the statement they collectively issued to reject the emergency rule.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1531,"Only last week, APC PGF members numbering about 20 had met behind closed-door in Abuja to reassess the performance of the government as it approaches its mid-term, passing a resolution that President Tinubu, having performed creditably well, had been vindicated by the ratings of the international community endorsing his positive reforms in Nigeria.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1532,"The forum’s chairman and governor of Imo State, Hope Uzodimma, had noted: “We are here to put heads together to congratulate ourselves and congratulate Nigeria on the recent developments. You know at the beginning of this administration when the president started with the reforms, the opposition was very loud in criticising the policies of the government.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1533,"“But today, Mr. President is being vindicated. Gradually, international organisations like World Bank, and IMF, are now beginning to commend the administration of President Tinubu for making bold decisions and embarking on a reform-driven government.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1534,"“At the same time, we are also here to see how best to coordinate and encourage the members of our great party and, by extension, Nigeria. Despite all distractions, we are resilient in supporting the government of Tinubu and putting heads together on how best to serve Nigeria better as a political party,” Uzodimma noted.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1535,"But, if the governors disappointed Nigerians with their tepidity on sensitive issues concerning economic policy, particularly the removal of fuel subsidy, and their muteness or feeble response to the unfortunate circumstance that befell one of their own in Rivers, then they ought to be devastated over their approaches and handling of the escalating issue of insecurity ravaging the country in most states.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1536,"Contrary to the practical measures boldly adopted by the former governor of Ondo State, late Oluwarotimi Akeredolu to tackle the menace of insecurity in his state, the governors’ handling of the insecurity in their localities, in the impression of many observers, is leaving much to be desired.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1537,"While many of the governors appeared so helpless to fashion out security measures to combat the dreaded insecurity which usually resulted in the endless attacks and killings of innocent citizens and farmers, others had resorted to repeated appeals to the presidency for intervention just as others embarked on peace missions to other region to plead with the elders to pacify their protesting angry youths poised for revenge.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1538,"The helpless situations of the governors, observed a pundit, have actually gotten even worse under the APC-led federal government as some Nigerians were perplexed remembering one former governor in South -East geopolitical zone crying in Aso Rock Villa, begging for the intervention of former President Buhari on the mass killing of defenceless innocent villagers in his state.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1539,"Weighing in on the situation, a chieftain of an opposition party, in a confidential chat with the Daily Sun, blamed the dwindling influence of the governors and their inability to speak with one voice as they did previously, on the division and crisis rocking almost all the opposition parties.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1540,"“Instead of the meeting of the united indivisible governors’ Forum, we now hear more of the meetings of the different political parties. If the APC Progressive Governors Forum (PGF) was not coming up with a resolution favourable to their party, the governors on the platform of the opposition parties will be issuing a feeble threat on the federal government.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1541,"“With the governor on the platform of the ruling party serving as the chairman of the general forum of the governors, what do you expect contrary from the larger governors’ forum, equally dominated by the ruling party in the circumstances the country found itself since the APC took over power?",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1542,"“Considering the crisis-riddled state of the opposition parties, resulting in their governors defecting to the ruling party, it has equally become almost practically impossible for the governors to wield the necessary powers to confront the presidency as was the case previously during the Rotimi Amaechi’s time.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1543,"“Don’t forget that President Tinubu, as a political strategist, has the magic wand of what it takes to weaken the overbearing tendencies and powers of the state governors. And with the successful declaration of a state of emergency in Rivers, he has perfectly sent scary warning signals to other governors to behave themselves.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1544,"“Again, judging by the volume of federal allocations going to the states now, courtesy of President Tinubu’s magnanimity and brainchild, which has contributed to quietening many of the governors, he now wields the big stick to instigate citizens to interrogate and pressurise the governors to account for the humongous federal allocation given to them monthly. I don’t see any governor becoming bold enough and raising his head high to confront President Tinubu the way Rotimi Amaechi and his compatriot governors did during their days,” the party chieftain argued.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1545,Quote,Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1546,"“Again, judging by the volume of federal allocations going to the states now, courtesy of President Tinubu’s magnanimity and brainchild, which has contributed to quietening many of the governors, he now wields the big stick to instigate citizens to interrogate and pressurise the governors to account for the humongous federal allocation given to them monthly. I don’t see any governor becoming bold enough and raising his head high to confront President Tinubu the way Rotimi Amaechi and his compatriot governors did during their days.”",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/
1547,"FromTimothy Olanrewaju,Maiduguri",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1548,"Newfaces have emerged in the political space of Borno State, scaling up the lists of aspirants eyeing the governorship seat at the Maiduguri Government House as the 2027 electioneering gets underway.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1549,"The new entrants, mostly from the main political parties; the ruling All Progressive Congress (APC) and Peoples’ Democratic Party (PDP), are expected to announce their aspirations as soon as political activities begin, sources from the two political parties told Daily Sun.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1550,"Both APC and PDP have been in hot contest for the Borno governorship seat since 1999 when Nigeria returned to civil rule. But the APC, which metamorphosed from All Peoples Party (APP) to All Nigeria Peoples Party (ANPP) to its present form- APC, has been in firm control of the state. They have never lost the governorship since 1999. And the battle for the number one seat has always been between it and the PDP.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1551,"However, in 2023, the Social Democratic Party (SDP) and Labour Party (LP) also made significant entry into the governorship contest. But their entrance was not huge enough to stir political storm in the camps of APC and its arch-rival, the PDP.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1552,"As the 2027 electioneering clock ticks, Daily Sun gathered reliably that top politicians in Borno have started political permutations regarding the chances of any of the hopefuls. Political analysts described a dozen of names mentioned by many politicians as contenders for the governorship race as mix of new and old political foxes.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1553,Among the new entrants whose name frequently pumps up in APC is Senator Mohammed Tahir Monguno. Monguno is one of the oldest members of APC from the defunct ANPP. Daily Sun learnt that some old members of the party are canvassing for his endorsement for the 2027 race.,Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1554,"Monguno, a lawyer, was a commissioner in the state before his election into the House of Representatives representing Marte/ Monguno/Ngazai Federal Constituency from 2007 to 2023.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1555,"In 2023, he was elected into the senate, to represent Borno North Senatorial District. He recently became the Senate Chief Whip. Two APC stalwarts described him as “a loyal party member and one not known with controversy.”",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1556,"Another likely contender is a two- time governorship candidate of the PDP, Matawale Kashim Imam. He is back to the political trenches but in APC. The long-time friend of President Bola Tinubu has been giving some financial support to his party, the APC both in Borno and Yobe states. The former Parliamentary Liaison Officer to President Olusegun Obasanjo and ex-TETfund Chairman is rekindling his ambition to occupy the number one seat, his political allies told Daily Sun. His supporters claimed his governorship ambition will receive the blessing of the traditional rulers and Borno elders, whose voices are believed to be critical in the choice of the man who will run the affairs of the state.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1557,"Among the contenders is Senator Abubakar Kyari, Minister of Agriculture. A long-time political ally of Vice President Kashim Shettima. Senator Kyari was a frontline contestant at the 2019 APC governorship primaries. He later picked the Borno North Senatorial ticket which he won and was a senator until 2023 when President Tinubu appointed him as a minister.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1558,"Abubakar Kyari has over two decades of political experience. He was a former commissioner in the state, a House of Representatives member and later appointed as Chief of Staff to Governor Kashim Shettima in 2016.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1559,"Another leading contender is Senator Kaka Shehu Lawan, a Senior Advocate of Nigeria (SAN) and senator representing Borno Central in the senate. Ka’Shehu, as he is fondly called in the state, was initially tipped to be the APC flag bearer in the 2019 and successor to the then Governor Shettima but a last-minute political manoeuvring changed the game. His political journey started when he was appointed Special Adviser to Shettima in 2015. He later became the Commissioner for Justice. As the state Attorney- General, he led the reorganisation and coordination of the Civilian Joint Task Force (CJTF), a youth volunteering movement against insurgents in the state. Some party members described him as fearless, hard working and loyal. He also served as justice commissioner under Governor Babagana Zulum (2019-2023) until his election to the Borno Central senatorial seat which became vacant following the appointment of the former occupier, Senator Kashim Shettima as Vice President. He is currently the chairman Senate Committee on Special Duties.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1560,"Equally in the race is retired Permanent Secretary, Chartered Accountant, scholar and businessman, Dr Mohammed Kyari Dikwa. The founder of Al-Ansar University and schools, Al-Ansar Radio and Al-Ansar Mosque. He declared to run for the governor of Borno in 2019 on the platform of APC but later dropped the ambition. His aides said he is ready for the 2027 race.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1561,"In the opposition party, PDP, is Alhaji Idrissa Mamman Durkwa, an account and finance consultant. He contested the APC governorship primaries in 2019 which produced Zulum. He alleged manipulation in the conduct of the primaries and later defected to PDP. Daily Sun can confirm that Idrissa is holding consultations with some aggrieved young but vibrant politicians across his party, PDP and APC for a coalition to give the ruling party a tough fight in 2027. However, the lingering crisis in his party remains a big clog to the actualisation of his governorship ambition.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1562,"As the 2027 governorship race continues to generate discussions among residents, with electioneering season drawing closer and the second tenure of the incumbent governor, Professor Zulum winding down, more names are likely to be thrown up before the end of this year.",Politics & Power,https://thesun.ng/2027-borno-governorship-race-pumps-up-new-faces/
1563,"FromOkwe Obi,Abuja",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1564,Crisishas engulfed the Social Democratic Party (SDP) over the formation of its National Working Committee (NWC).,Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1565,"SDP National Publicity Secretary, Rufus Aiyenigba, claimed that the party had appointed Senator Ugochukwu Uba, Deputy National Chairman, South; Dr. Sadiq Umar Abubakar, Deputy National Chairman, North and Mr. Hussaini Ado Bello, national financial secretary, into the NWC.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1566,"But, SDP’s National Chairman, Shehu Gabam, at a press briefing yesterday in Abuja, dispelled the story, stating that no new appointment was made into the SDP’s NWC.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1567,"Represented by the SDP’s Deputy National Secretary, Muhammad Biu, he said: “The attention of the national leadership of the Social Democratic Party (SDP) has been drawn to a number of misleading media reports, claiming that three new appointments have been made into the party’s National Working Committee (NWC).",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1568,"“The positions in question are deputy national chairman (North), deputy national chairman (South), and national financial secretary.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1569,"“These reports, attributed to the SDP’s national publicity secretary, Araba Rufus Aiyenigba, alleged that Senator Uba, Dr Abubakar, and Mr Bello had been appointed to the aforementioned roles respectively.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1570,"“We wish to categorically state that no such appointments have been made, and the press release in circulation is false, unauthorised, and does not reflect the decisions or procedures of the SDP’s National Working Committee.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1571,"“For the avoidance of doubt, the SDP NWC has not convened any constitutional session or meeting to fill vacant positions within the committee as reported.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1572,"“The National Executive remains committed to due process, internal democracy and the inclusive participation of stakeholders from all geopolitical zones in any future restructuring efforts.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1573,"“As the 2027 general elections approach, we are not unaware of the calculated attempts by certain individuals and political rivals to sow discord and weaken the only credible opposition party left standing in Nigeria.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1574,"“Let it be known that the SDP is focused, united and determined to rescue Nigeria through purposeful leadership and grassroots empowerment.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1575,"“If and when the time comes to strengthen the NWC or other critical party structures, such moves will be strategic, consultative and transparent, with all zones and relevant organs of the party carried along.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1576,"“The SDP’s national leadership is mindful of the anxiety and confusion these misleading publications may have caused among our members, supporters and the Nigerian public, many of whom see the SDP as the vehicle of hope and national redemption in 2027.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1577,"“We urge all Nigerians to disregard the unauthorised reports and remain confident in the integrity and cohesion of the SDP’s leadership. The alleged meeting of Thursday, May 15, 2025, cited in the reports, did not authorise any appointments, and no resolution of such nature was adopted.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1578,"“As we build toward 2027, we call on all members to return to the grassroots sensitising and mobilising support across polling units, especially in some states where our electoral visibility must be significantly improved.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1579,"“Finally, we remind our members that the SDP is not a personal project but a national platform, driven by the ideals of inclusion, transparency and service. We remain resolute in our mission to deliver a better Nigeria for all and we will not be distracted by the propaganda or antics of those seeking to derail our progress.”",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1580,"A member representing Keffi/Karu/Kokona Federal constituency, Nasarawa State and Chairman of the SDP caucus in the House of Representatives, Jonathan Gazah, said the party would investigate the release and deal with it decisively.",Politics & Power,https://thesun.ng/crisis-hits-sdp-over-nwc-formation-2/
1581,"FromKenneth Udeh, Abuja",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1582,"Ina major political realignment in Abia North, scores of influential members of the Peoples Democratic Party (PDP) in Ohafia Local Government Area have defected to the All Progressives Congress (APC), citing the transformational leadership of Senator Orji Uzor Kalu and their support for President Bola Tinubu’s Renewed Hope Agenda.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1583,"The defection, which took place on Saturday, witnessed the departure of former special advisers, assistants, women leaders, youth leaders, councillors and several grassroots stakeholders from Isiama, Ebem-Oha, Ohafor, Okamu, and Ania wards of Ohafia.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1584,The former PDP leaders pledged total allegiance to the APC and vowed to work for its consolidation in the region.,Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1585,"Speaking on behalf of the defectors, Sir Ubi Chukwu praised Senator Kalu’s achievements in the senatorial district, particularly in infrastructure and education.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1586,"“We have seen over 80 schools renovated and constructed, more than 60 rural roads built, and significant investments in youth empowerment.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1587,"“If we begin to talk about Senator Orji Uzor Kalu, we won’t finish. He is a brand you never defeat in politics. We cannot remain in the opposition while he is building the future of our people.”",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1588,He stressed that the group’s decision was driven by the need to align with the APC’s development-oriented agenda and ensure that Abia North benefits fully from the Tinubu-led federal administration.,Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1589,"Sir Ben Apari, former Secretary of PDP at Ania Ward, who along with several other grassroots leaders, officially declared for the APC, solidifying the party’s base ahead of the 2027 elections.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
